speed_kmh,dist_from_prev_m,inactivity_min,dist_from_route_m,label,scenario,hour
0.5,84.7,19.83,387.0,0,synthetic_normal,19
0.04,78.5,31.0,21.1,0,overnight,11
0.16,58.6,26.0,52.6,0,overnight,21
0.18,20.5,35.0,37.6,0,overnight,8
0.34,72.2,37.0,25.8,0,overnight,9
0.47,135.5,23.55,711.9,0,synthetic_normal,11
0.09,67.1,22.0,28.1,0,overnight,6
0.4,32.4,24.0,16.0,0,overnight,7
7.93,255264.8,271.0,204.4,1,intercity_transit,17
0.25,18.9,10.0,59.8,0,dwell,14
0.13,20.6,34.0,39.6,0,overnight,2
4.3,255.7,2.9,45.8,0,normal,21
0.19,32.1,35.0,25.7,0,overnight,22
0.33,52.3,23.0,36.9,0,overnight,21
0.04,25.3,35.0,20.9,0,overnight,1
0.34,39.5,23.0,36.8,0,overnight,21
41.33,14920.7,79.42,7752.2,1,signal_loss_return,11
0.46,65.4,26.0,49.8,0,overnight,12
3.23,52.9,2.57,25.2,0,normal,17
1.08,50.6,21.21,75.7,0,synthetic_normal,2
0.4,72.3,29.0,33.2,0,overnight,3
0.13,2.6,12.0,8.3,0,dwell,17
38.45,200.0,11.0,3905.8,1,route_abandonment,21
0.28,24.2,37.0,11.2,0,overnight,7
31.96,11010.1,143.35,4157.3,1,signal_loss_return,0
0.26,5.4,33.0,31.3,0,overnight,19
0.0,102.8,37.0,57.5,0,overnight,22
0.34,40.8,30.0,35.6,0,overnight,5
1.45,23.7,6.0,123.5,0,dwell,13
0.17,60.4,22.0,25.8,0,overnight,12
0.35,45.6,26.0,26.6,0,overnight,10
0.17,54.1,34.0,17.6,0,overnight,9
177.89,4359.3,3.93,5140.3,1,abduction_speed,8
0.38,32.6,38.0,13.3,0,overnight,9
0.28,34.4,29.0,42.7,0,overnight,19
0.1,27.5,23.0,27.8,0,overnight,10
22.08,1061.4,5.1,44.7,0,normal,15
0.05,33.5,28.0,26.2,0,overnight,12
0.05,28.3,21.0,39.8,0,overnight,10
0.2,23.9,23.0,9.4,0,overnight,15
0.29,10.8,12.05,184.6,0,synthetic_normal,0
21.51,200.0,8.95,7265.7,1,route_abandonment,9
0.25,75.3,38.0,48.5,0,overnight,2
0.09,11.6,21.0,41.4,0,overnight,10
0.12,90.2,26.0,51.4,0,overnight,9
0.29,20.0,8.0,37.7,0,dwell,18
1.34,36.0,6.0,9.5,0,dwell,14
0.48,51.4,28.0,18.6,0,overnight,5
4.12,53.3,5.52,83.4,0,normal,13
0.27,39.2,20.0,33.6,0,overnight,0
0.01,22.4,25.0,36.3,0,overnight,0
35.07,2256.1,3.73,20.4,0,normal,15
1.43,51.5,8.0,45.5,0,dwell,14
0.38,46.1,30.0,18.9,0,overnight,3
0.45,210.4,7.78,398.0,0,synthetic_normal,0
0.41,56.2,30.0,44.6,0,overnight,11
0.4,53.3,21.0,50.1,0,overnight,8
1.09,17.3,11.0,116.6,0,dwell,13
0.78,37.9,14.0,20.9,0,dwell,6
1.53,21.5,6.0,154.5,0,dwell,15
0.32,24.0,23.0,21.9,0,overnight,19
1.19,29.0,12.0,21.6,0,dwell,16
0.3,17.2,20.0,19.3,0,overnight,8
0.0,3766.0,19.88,10143.0,1,route_abandonment,18
0.0,32.3,78.85,920.8,1,prolonged_inactivity,19
0.3,60.5,22.0,33.0,0,overnight,15
0.04,41.9,38.0,10.3,0,overnight,5
0.41,57.8,37.0,39.2,0,overnight,3
0.05,96.1,26.0,56.5,0,overnight,15
0.45,74.0,24.0,53.9,0,overnight,23
0.35,83.4,33.0,40.9,0,overnight,12
0.48,42.1,31.0,31.4,0,overnight,8
0.37,25.2,30.0,20.9,0,overnight,3
0.28,44.7,30.0,35.1,0,overnight,16
0.32,21.8,10.0,17.8,0,dwell,15
0.42,43.2,29.0,47.9,0,overnight,5
0.13,4.1,26.0,39.2,0,overnight,11
0.16,79.2,40.0,40.6,0,overnight,17
0.09,79.5,26.0,36.9,0,overnight,9
0.29,21.9,26.0,33.7,0,overnight,12
0.32,29.9,23.0,34.8,0,overnight,11
0.27,37.1,30.0,41.2,0,overnight,1
1.06,128.3,45.0,1014.7,0,synthetic_normal,23
0.22,68.1,20.0,41.8,0,overnight,3
0.33,25.0,24.0,44.5,0,overnight,8
3.43,109.0,5.03,8.4,0,normal,17
0.12,25.1,29.0,31.1,0,overnight,6
0.4,79.6,27.0,46.8,0,overnight,12
1.26,36.3,7.0,35.2,0,dwell,15
0.21,37.2,30.0,36.1,0,overnight,2
0.15,58.2,31.0,52.9,0,overnight,20
0.36,47.8,32.0,28.8,0,overnight,4
0.09,25.5,30.0,15.2,0,overnight,0
0.35,84.6,21.0,32.3,0,overnight,19
0.18,64.3,34.0,44.5,0,overnight,11
0.4,23.2,23.0,16.5,0,overnight,6
6.98,218.4,5.04,3100.0,1,route_abandonment,0
0.25,100.7,32.0,49.8,0,overnight,9
0.36,68.5,23.0,39.7,0,overnight,19
0.49,56.1,26.0,41.8,0,overnight,3
0.04,60.7,35.0,29.7,0,overnight,15
0.04,10.8,25.0,9.5,0,overnight,22
0.36,57.1,33.0,17.5,0,overnight,5
0.17,15.9,39.0,10.8,0,overnight,22
5.76,92.7,6.48,51.9,0,normal,14
0.34,31.2,37.0,26.3,0,overnight,9
0.46,63.6,37.0,49.3,0,overnight,0
0.0,3881.4,18.2,11458.5,1,route_abandonment,11
0.31,33.9,20.0,19.9,0,overnight,7
0.24,54.1,28.0,17.9,0,overnight,23
0.12,47.5,8.0,77.2,0,dwell,13
0.34,0.0,0.02,146.5,0,inactivity,15
0.11,78.8,24.0,41.5,0,overnight,16
3.58,252.7,4.78,42.9,0,normal,18
0.38,98.6,23.0,46.3,0,overnight,9
0.11,78.1,11.06,26.7,0,synthetic_normal,15
1.35,23.9,11.0,100.8,0,dwell,14
0.31,31.9,21.0,39.0,0,overnight,20
0.08,42.7,38.0,24.1,0,overnight,3
19.18,3594.7,2.34,3242.1,1,sudden_jump,23
0.45,36.5,31.0,44.6,0,overnight,6
0.25,43.8,40.0,34.9,0,overnight,4
0.22,11.2,9.0,63.5,0,dwell,16
0.94,123.1,13.99,31.1,0,synthetic_normal,23
0.3,44.3,34.0,46.9,0,overnight,9
0.29,43.4,35.0,4.1,0,overnight,12
0.21,24.4,35.0,34.8,0,overnight,10
0.45,20.3,22.0,28.0,0,overnight,5
0.11,58.1,28.0,53.3,0,overnight,7
3.4,307.6,6.9,71.8,0,normal,15
0.35,24.0,14.0,66.2,0,dwell,13
0.43,34.8,20.0,12.8,0,overnight,8
9.09,2397.7,19.01,8712.4,1,route_abandonment,17
4.2,190.7,5.17,133.1,0,normal,4
0.43,30.2,28.0,24.7,0,overnight,22
0.31,38.6,26.0,30.7,0,overnight,19
0.11,66.5,26.0,54.0,0,overnight,12
0.4,39.5,24.0,21.0,0,overnight,19
0.99,63.7,6.0,6.7,0,dwell,14
0.39,57.3,36.0,26.1,0,overnight,20
1.33,41.8,90.94,840.8,1,prolonged_inactivity,15
5.96,194.6,86.88,159.9,1,normal,14
6.75,1036.1,17.38,6825.6,1,route_abandonment,17
0.46,9.3,24.0,39.3,0,overnight,0
0.59,26.6,9.0,100.6,0,dwell,14
0.34,28.6,33.0,26.2,0,overnight,3
12.76,532.1,0.0,714.3,0,synthetic_normal,11
0.44,48.6,6.0,143.3,0,dwell,13
0.28,22.3,20.0,42.3,0,overnight,7
0.43,54.6,40.0,37.7,0,overnight,6
4.21,150.4,6.65,184.7,0,normal,4
3.47,141.6,4.15,32.2,0,normal,14
0.44,47.3,26.0,30.7,0,overnight,12
0.1,32.1,9.0,10.7,0,dwell,15
0.45,34.4,21.0,20.3,0,overnight,12
0.03,45.2,35.0,29.2,0,overnight,20
0.5,21.8,31.0,25.5,0,overnight,17
0.26,10.7,30.0,37.8,0,overnight,22
0.09,35.8,29.0,36.0,0,overnight,20
0.22,49.8,26.0,17.6,0,overnight,18
0.06,20.0,27.0,36.0,0,overnight,15
0.67,45.3,8.0,62.9,0,dwell,13
0.45,67.2,34.0,19.6,0,overnight,12
0.26,19.8,38.0,25.4,0,overnight,7
0.1,30.2,23.0,21.2,0,overnight,7
0.4,56.5,22.22,555.4,0,synthetic_normal,19
0.02,58.1,15.49,771.1,0,synthetic_normal,14
0.48,61.1,23.0,24.3,0,overnight,12
0.18,80.8,39.0,40.8,0,overnight,4
13.9,925.4,6.42,950.3,0,normal,20
0.35,6.9,7.0,32.7,0,dwell,14
0.13,12.4,25.0,36.0,0,overnight,4
0.44,15.8,20.0,25.3,0,overnight,8
0.05,7.4,21.0,29.7,0,overnight,23
0.06,27.3,20.0,26.5,0,overnight,5
1.04,11.7,89.46,170.8,1,prolonged_inactivity,10
0.39,41.2,38.0,36.5,0,overnight,8
0.44,26.1,26.0,28.9,0,overnight,19
34.95,11554.7,4.3,4263.1,1,sudden_jump,7
0.65,22.7,9.0,25.1,0,dwell,14
0.24,23.0,7.0,63.6,0,dwell,15
1.24,26.3,9.0,156.4,0,dwell,14
0.37,35.7,28.0,38.8,0,overnight,0
1.47,33.4,11.0,133.8,0,dwell,17
5.34,0.0,0.02,202.7,0,normal,13
0.3,57.0,22.0,14.2,0,overnight,8
0.36,56.0,33.0,11.4,0,overnight,22
0.45,53.3,38.0,26.5,0,overnight,5
0.33,37.1,36.0,29.9,0,overnight,5
0.83,34.1,12.0,79.4,0,dwell,14
0.13,17.2,28.0,25.9,0,overnight,4
0.0,559.2,17.88,12712.7,1,route_abandonment,6
0.23,57.1,23.0,18.6,0,overnight,11
0.48,37.2,37.0,16.5,0,overnight,3
4.59,167.5,3.92,32.5,0,normal,14
28.76,610.5,4.97,3941.1,1,route_abandonment,5
22.25,1204.8,0.0,475.6,0,synthetic_normal,15
0.44,101.5,32.41,183.7,0,synthetic_normal,19
0.66,22.4,11.0,168.1,0,dwell,19
0.0,74.0,35.0,38.1,0,overnight,1
0.15,64.9,33.0,42.1,0,overnight,1
0.04,38.4,31.0,39.7,0,overnight,6
0.05,31.2,24.0,33.8,0,overnight,22
1.05,11.6,11.88,20.0,0,synthetic_normal,15
0.55,29.7,6.0,71.6,0,dwell,4
0.32,60.4,21.0,31.3,0,overnight,11
0.12,36.9,33.0,29.8,0,overnight,2
0.03,43.0,33.0,31.1,0,overnight,7
0.05,14.6,24.0,28.6,0,overnight,11
17.39,1313.8,4.75,488.2,0,normal,15
0.36,44.2,35.0,38.9,0,overnight,0
0.49,32.1,29.0,21.6,0,overnight,10
5.4,326.7,3.0,70.8,0,normal,18
0.24,83.5,33.0,36.1,0,overnight,8
0.05,22.6,36.0,38.1,0,overnight,3
0.12,35.5,31.0,22.0,0,overnight,23
0.15,57.8,35.0,39.2,0,overnight,22
1.04,24.6,12.0,162.6,0,dwell,13
0.13,50.7,32.0,24.9,0,overnight,22
0.0,41.1,22.0,51.1,0,overnight,23
0.29,65.4,35.0,52.8,0,overnight,7
0.09,48.6,34.0,34.2,0,overnight,20
0.15,23.2,30.0,14.2,0,overnight,23
0.4,99.3,23.0,51.8,0,overnight,9
0.4,119.1,17.04,336.3,0,synthetic_normal,19
0.16,83.8,28.0,55.5,0,overnight,17
0.19,23.5,30.0,18.9,0,overnight,8
0.32,35.9,31.0,39.7,0,overnight,9
0.11,39.2,34.0,43.5,0,overnight,23
1.05,57.3,11.0,28.6,0,dwell,16
0.06,37.7,36.0,27.2,0,overnight,15
0.09,26.8,39.0,10.9,0,overnight,11
0.02,61.4,40.0,15.8,0,overnight,18
0.26,13.3,35.0,36.7,0,overnight,11
0.09,47.0,29.0,24.8,0,overnight,20
0.37,62.5,22.0,26.4,0,overnight,3
0.17,66.9,40.0,28.3,0,overnight,23
0.09,5.2,7.0,42.6,0,dwell,15
0.42,66.2,29.0,33.2,0,overnight,1
0.03,23.6,24.0,14.9,0,overnight,5
0.35,58.7,24.0,48.2,0,overnight,9
0.19,74.1,28.0,27.1,0,overnight,16
0.46,16.3,30.0,16.6,0,overnight,19
33.98,12908.5,4.32,2722.5,1,sudden_jump,23
0.36,41.9,28.0,34.2,0,overnight,6
0.41,102.7,31.02,58.1,0,synthetic_normal,5
0.29,15.3,36.0,38.2,0,overnight,10
0.02,47.7,30.0,24.7,0,overnight,1
0.5,16.1,30.52,78.5,0,synthetic_normal,13
0.45,24.9,39.0,32.1,0,overnight,1
0.16,45.1,33.0,10.1,0,overnight,4
0.48,52.6,37.0,48.2,0,overnight,7
0.06,45.8,10.0,26.7,0,dwell,15
0.53,38.6,9.0,70.4,0,dwell,14
0.98,13.6,9.0,40.1,0,dwell,19
0.07,7.4,32.13,100.9,0,synthetic_normal,9
29.27,948.6,3.52,578.5,0,synthetic_normal,6
0.48,33.8,22.0,16.2,0,overnight,23
0.22,74.7,28.0,41.7,0,overnight,8
0.88,39.7,12.0,128.7,0,dwell,14
0.07,31.4,27.0,17.7,0,overnight,23
0.12,17.2,32.0,39.7,0,overnight,16
0.46,48.0,37.0,14.0,0,overnight,21
0.6,44.7,6.0,59.2,0,dwell,20
0.43,33.1,25.0,28.2,0,overnight,10
33.83,0.0,0.02,882.7,0,normal,14
0.28,19.4,36.0,24.4,0,overnight,11
0.43,10.9,21.0,21.4,0,overnight,0
0.14,21.5,29.0,26.5,0,overnight,6
0.33,44.8,37.0,30.5,0,overnight,0
0.01,64.9,27.0,27.1,0,overnight,12
0.36,59.5,23.0,42.9,0,overnight,15
5.21,0.0,0.02,157.4,0,normal,13
0.32,46.4,27.0,48.1,0,overnight,21
40.37,1486.2,4.17,49.3,0,normal,13
0.17,27.1,29.0,46.3,0,overnight,3
0.36,32.3,24.0,48.1,0,overnight,3
0.48,47.9,40.0,19.4,0,overnight,9
0.78,17.7,12.0,47.4,0,dwell,14
4.66,290367.2,375.42,190.8,1,intercity_transit,19
0.12,9.2,21.0,25.8,0,overnight,0
14.08,29962.2,193.85,50.0,1,intercity_transit,16
0.24,58.0,12.0,78.5,0,dwell,4
0.28,29.4,27.0,27.7,0,overnight,5
0.23,16.6,22.0,38.4,0,overnight,9
1.13,58.4,2.82,34.5,0,synthetic_normal,20
0.28,14.3,21.0,32.0,0,overnight,1
0.4,10.4,7.0,38.2,0,dwell,14
0.36,45.8,27.0,19.0,0,overnight,4
3.15,247.3,6.95,198.6,0,normal,13
0.93,53.6,12.0,108.2,0,dwell,15
0.54,24.5,8.0,25.6,0,dwell,15
0.46,75.4,20.0,54.3,0,overnight,12
0.04,11.7,38.0,36.7,0,overnight,6
0.11,75.6,26.0,27.5,0,overnight,5
0.14,14.7,39.0,29.4,0,overnight,1
0.21,38.0,28.0,52.3,0,overnight,3
0.47,12.3,20.0,51.6,0,overnight,18
0.26,32.4,25.0,18.5,0,overnight,8
1.11,25.0,14.0,83.8,0,dwell,14
0.46,29.0,22.0,35.0,0,overnight,22
0.44,46.2,24.0,38.2,0,overnight,2
3.92,0.0,0.02,205.4,0,normal,13
0.54,23.6,7.0,49.8,0,dwell,16
0.28,24.2,33.0,8.5,0,overnight,10
0.04,35.2,14.0,49.1,0,dwell,17
0.41,32.5,31.0,28.7,0,overnight,4
0.05,68.5,24.0,32.0,0,overnight,20
0.34,76.4,25.0,34.9,0,overnight,8
0.44,44.1,8.0,24.2,0,dwell,16
1.13,40.2,14.0,67.0,0,dwell,14
0.31,78.8,39.0,27.0,0,overnight,10
0.45,53.3,20.0,42.2,0,overnight,11
0.11,75.4,21.0,54.0,0,overnight,2
0.14,16.1,24.0,16.7,0,overnight,4
0.32,84.3,30.0,36.2,0,overnight,5
6.14,83.1,6.23,35.8,0,normal,14
1.29,5.6,123.66,446.7,1,prolonged_inactivity,0
0.14,9.9,24.0,40.7,0,overnight,18
14.47,7040.4,149.34,3677.5,1,signal_loss_return,2
0.43,94.3,20.0,46.1,0,overnight,0
0.09,30.0,30.0,25.2,0,overnight,2
0.49,87.4,31.0,42.8,0,overnight,22
0.4,12.8,38.0,38.6,0,overnight,8
5.91,185.6,6.58,17.5,0,normal,15
0.56,14.0,6.0,158.0,0,dwell,13
0.05,53.5,28.0,23.9,0,overnight,16
0.14,18.7,38.23,514.3,0,synthetic_normal,2
0.49,49.9,20.0,39.3,0,overnight,18
0.47,53.9,32.0,33.2,0,overnight,15
19.38,0.0,0.02,56.1,0,normal,13
0.58,24.9,14.0,29.8,0,dwell,15
0.15,60.4,8.0,191.6,0,dwell,4
20.01,9399.2,3.84,5046.5,1,sudden_jump,23
0.04,34.3,35.0,40.0,0,overnight,9
0.01,90.5,37.0,45.4,0,overnight,22
0.32,17.0,34.0,36.7,0,overnight,16
0.46,18.0,7.0,71.2,0,dwell,15
0.04,30.0,8.0,39.6,0,dwell,15
0.15,48.1,23.0,43.3,0,overnight,6
0.85,22.5,13.0,145.9,0,dwell,15
0.26,81.2,21.0,57.0,0,overnight,18
0.92,37.4,12.0,18.4,0,dwell,19
0.44,35.9,21.0,37.0,0,overnight,19
0.17,36.8,37.0,3.7,0,overnight,10
0.21,35.0,29.0,9.6,0,overnight,9
0.91,23.6,115.3,378.7,1,prolonged_inactivity,4
0.35,21.1,27.0,39.4,0,overnight,8
0.05,9.2,36.0,40.4,0,overnight,20
0.31,50.3,35.0,38.1,0,overnight,0
0.66,20.4,12.0,99.0,0,dwell,13
0.49,75.0,37.0,43.7,0,overnight,21
0.11,44.3,16.77,434.5,0,synthetic_normal,4
0.28,63.1,21.0,34.3,0,overnight,4
0.35,21.5,11.0,116.8,0,dwell,14
1.19,50.9,14.0,28.1,0,dwell,15
0.44,24.7,34.0,21.1,0,overnight,17
1.6,9702.2,133.38,4500.2,1,signal_loss_return,21
1.28,37.9,13.0,46.9,0,dwell,21
0.92,45.5,14.0,58.6,0,dwell,20
0.13,53.9,38.0,25.0,0,overnight,1
0.46,24.7,40.0,18.1,0,overnight,9
3.05,44514.8,1192.75,111.2,1,intercity_transit,8
0.14,24.3,36.0,44.9,0,overnight,13
0.08,55.4,25.0,34.6,0,overnight,17
1.19,55.5,8.0,186.2,0,dwell,19
3.47,196.3,45.55,202.3,1,normal,13
1.31,2.0,10.0,17.0,0,dwell,15
0.49,8.6,77.84,43.0,1,prolonged_inactivity,4
28.23,1302.4,4.69,143.9,0,synthetic_normal,16
0.48,40.3,21.0,33.2,0,overnight,11
0.26,38.7,33.0,44.4,0,overnight,2
0.24,55.9,30.0,26.7,0,overnight,20
0.31,70.4,25.0,33.5,0,overnight,2
0.11,65.8,35.0,40.1,0,overnight,1
0.21,28.4,24.0,17.2,0,overnight,3
0.38,56.4,26.0,26.0,0,overnight,11
1.23,52.3,13.0,16.0,0,dwell,16
0.72,36.4,7.0,124.7,0,dwell,14
1.48,24.3,6.0,57.6,0,dwell,15
0.66,46.0,14.0,77.4,0,dwell,17
0.46,50.3,34.0,22.8,0,overnight,7
0.57,54.6,10.0,7.2,0,dwell,15
2.12,64319.6,397.65,90.6,1,intercity_transit,19
0.24,90.7,32.0,57.9,0,overnight,4
0.64,10.3,147.5,810.8,1,prolonged_inactivity,18
0.85,19.1,14.0,86.4,0,dwell,10
0.13,30.4,14.0,30.0,0,dwell,15
0.07,21.1,33.0,15.5,0,overnight,9
0.47,29.4,25.0,38.8,0,overnight,21
0.0,19.0,85.59,401.6,1,prolonged_inactivity,0
0.48,5.9,36.0,48.5,0,overnight,11
0.07,49.0,21.0,17.6,0,overnight,23
0.2,48.5,30.0,34.1,0,overnight,16
4.4,561.8,2.68,723.3,0,synthetic_normal,23
0.3,82.7,24.0,51.0,0,overnight,11
0.5,61.1,30.0,45.0,0,overnight,6
0.47,73.3,25.0,37.8,0,overnight,8
2.8,204.4,4.3,36.2,0,normal,14
0.2,42.0,39.0,39.8,0,overnight,21
4.16,114.2,5.68,149.9,0,normal,6
0.15,16.9,22.0,21.3,0,overnight,19
0.41,35.1,20.0,13.5,0,overnight,15
0.48,20.1,29.0,39.7,0,overnight,11
0.36,13.3,27.0,20.0,0,overnight,23
0.07,28.2,40.0,41.3,0,overnight,5
0.37,54.0,40.0,45.6,0,overnight,23
1.41,9.1,12.0,9.5,0,dwell,19
0.4,17.4,39.0,34.7,0,overnight,2
0.01,42.1,24.0,34.6,0,overnight,10
0.57,51.1,21.76,581.3,0,synthetic_normal,13
1.46,17.9,6.0,76.1,0,dwell,13
10.93,824.2,14.45,61.3,0,synthetic_normal,23
1.53,14.0,8.0,71.8,0,dwell,16
3.8,574334.1,239.3,18.5,1,intercity_transit,16
0.93,62.8,8.0,181.6,0,dwell,14
0.31,53.4,38.0,11.4,0,overnight,20
0.49,18.8,40.0,16.3,0,overnight,1
6.19,73.8,44.87,58.2,0,normal,13
3.09,274.7,6.13,39.2,0,normal,14
0.03,44.4,22.0,39.4,0,overnight,23
0.24,81.5,16.18,331.5,0,synthetic_normal,16
1.02,50.9,9.0,141.8,0,dwell,14
0.1,49.4,37.0,53.0,0,overnight,10
0.15,46.0,25.0,43.2,0,overnight,6
0.31,86.6,26.0,47.4,0,overnight,10
0.18,18.5,20.0,21.2,0,overnight,7
0.03,69.6,30.0,33.8,0,overnight,18
0.01,74.9,32.0,39.9,0,overnight,11
0.0,58.8,36.0,26.8,0,overnight,11
0.4,56.8,33.0,31.4,0,overnight,11
0.4,39.8,32.0,28.7,0,overnight,22
0.44,34.0,35.0,46.2,0,overnight,12
20.95,7200.3,46.0,500.0,1,signal_loss_return,1
0.1,9.4,26.06,671.5,0,synthetic_normal,19
48.55,751.2,4.68,720.1,0,normal,15
0.25,63.8,30.0,44.1,0,overnight,5
0.03,23.5,9.0,27.5,0,dwell,15
3.79,40509.5,301.08,136.9,1,intercity_transit,17
0.43,12.2,15.16,176.5,0,synthetic_normal,7
0.31,46.5,13.0,59.6,0,dwell,16
0.09,7.9,26.0,14.7,0,overnight,11
0.07,12.9,39.0,24.3,0,overnight,6
0.24,20.9,27.0,33.5,0,overnight,4
1.3,41.1,13.0,34.6,0,dwell,17
0.5,11.0,12.0,50.3,0,dwell,15
0.36,71.0,37.0,46.9,0,overnight,1
0.3,42.1,20.0,50.9,0,overnight,2
0.02,19.5,10.0,84.4,0,dwell,14
0.28,21.9,24.85,258.2,0,synthetic_normal,17
0.98,49.8,14.0,154.7,0,dwell,16
0.44,62.5,35.0,39.4,0,overnight,10
26.87,0.0,0.02,382.0,0,normal,13
0.2,47.5,22.0,15.8,0,overnight,11
1.3,36.3,9.0,99.9,0,dwell,20
1.46,59.1,7.0,38.7,0,dwell,15
3.82,22.5,4.2,23.9,0,normal,19
0.27,47.8,25.0,21.2,0,overnight,8
0.3,38.0,22.0,49.0,0,overnight,9
0.26,32.0,22.0,22.4,0,overnight,16
0.47,57.7,35.0,31.4,0,overnight,9
6.4,71.3,6.98,53.4,0,normal,14
0.3,13.0,11.0,125.5,0,dwell,5
1.16,41.9,6.0,35.5,0,dwell,13
0.3,38.9,35.0,11.6,0,overnight,21
3.92,292.4,6.92,292.0,0,normal,16
0.11,40.7,37.0,6.8,0,overnight,7
0.26,51.4,37.0,17.3,0,overnight,21
1.57,26.3,6.0,69.8,0,dwell,13
0.04,56.3,23.0,23.4,0,overnight,21
0.04,62.0,23.0,44.7,0,overnight,3
0.07,31.8,36.0,21.5,0,overnight,23
0.02,49.6,12.0,58.8,0,dwell,14
22.09,96.5,8.81,1041.0,0,synthetic_normal,6
0.42,45.4,10.0,109.5,0,dwell,13
0.65,8.6,14.0,118.0,0,dwell,15
0.09,67.5,36.0,39.9,0,overnight,0
0.02,3.8,13.0,93.8,0,dwell,14
1.42,26.9,11.0,11.7,0,dwell,20
1.12,34.7,13.0,49.3,0,dwell,15
0.4,5.7,40.0,32.3,0,overnight,20
0.47,46.2,38.0,16.2,0,overnight,19
0.45,23.4,21.0,19.7,0,overnight,18
0.38,39.6,25.0,44.5,0,overnight,0
0.35,50.2,37.0,24.1,0,overnight,5
15.14,0.0,0.0,340.3,0,synthetic_normal,4
0.15,47.3,33.0,26.3,0,overnight,10
24.31,0.0,0.0,0.0,0,synthetic_normal,9
1.54,27.9,10.0,109.5,0,dwell,14
12.58,1364.3,8.21,15238.1,1,route_abandonment,16
0.44,39.7,32.0,41.1,0,overnight,1
125.23,5687.6,1.45,2664.4,1,abduction_speed,15
1.18,7.8,9.0,47.5,0,dwell,18
0.42,32.4,6.0,124.0,0,dwell,18
4.03,136811.9,232.9,33.1,1,intercity_transit,16
0.37,29.5,26.0,15.3,0,overnight,5
0.29,22.3,36.0,43.2,0,overnight,2
26.85,187.6,2.92,175.3,0,synthetic_normal,5
0.14,22.3,12.0,143.4,0,dwell,13
0.21,115.2,32.65,224.8,0,synthetic_normal,17
0.0,75.5,40.0,34.5,0,overnight,19
0.58,30.2,13.0,97.6,0,dwell,13
0.49,39.6,31.0,32.2,0,overnight,19
3.04,118.2,4.93,120.5,0,normal,14
0.47,36.6,39.0,21.2,0,overnight,4
0.07,33.4,32.0,36.8,0,overnight,17
0.43,6.8,27.0,20.8,0,overnight,19
0.31,22.7,25.0,33.8,0,overnight,18
1.27,22.3,6.0,24.1,0,dwell,21
0.15,18.5,30.0,32.0,0,overnight,6
0.42,62.4,40.0,39.8,0,overnight,13
0.41,32.3,24.0,51.6,0,overnight,11
0.79,45.8,10.0,99.9,0,dwell,15
0.39,40.7,26.0,35.4,0,overnight,15
0.02,44.2,24.0,36.8,0,overnight,22
0.13,76.5,29.0,57.8,0,overnight,5
0.34,17.5,26.65,385.9,0,synthetic_normal,11
143.65,10614.0,2.21,3574.5,1,abduction_speed,21
0.1,21.4,35.0,45.3,0,overnight,5
0.33,37.3,39.0,31.2,0,overnight,12
0.12,57.1,33.0,13.5,0,overnight,8
0.47,50.3,38.0,23.0,0,overnight,18
15.15,757.8,9.47,630.2,0,synthetic_normal,14
4.23,315.8,5.22,124.0,0,normal,13
0.36,75.1,29.0,46.8,0,overnight,16
0.06,43.4,29.0,11.3,0,overnight,21
0.51,107.4,20.37,72.9,0,synthetic_normal,16
0.03,22.0,26.0,17.3,0,overnight,21
0.24,14.7,37.0,36.4,0,overnight,4
0.14,55.4,36.0,20.4,0,overnight,6
0.03,76.2,21.0,41.0,0,overnight,18
0.18,74.2,29.0,37.2,0,overnight,23
0.4,40.3,24.0,21.0,0,overnight,21
0.42,39.8,20.0,31.5,0,overnight,2
0.01,54.1,20.0,20.9,0,overnight,3
0.0,17.1,86.25,171.1,1,prolonged_inactivity,22
0.45,20.6,37.0,34.3,0,overnight,22
1.66,45.7,0.5,14.0,0,synthetic_normal,10
161.61,5204.6,1.02,850.6,1,abduction_speed,11
29.98,7697.2,123.47,3189.9,1,signal_loss_return,10
0.06,3.1,35.0,38.9,0,overnight,6
0.5,15.3,13.0,94.5,0,dwell,14
0.12,77.3,39.0,56.4,0,overnight,8
0.19,38.7,22.0,41.0,0,overnight,2
0.06,61.7,38.0,40.8,0,overnight,11
9.98,746.1,3.28,43.2,0,normal,14
0.28,41.1,8.0,147.4,0,dwell,4
0.22,80.4,27.0,34.9,0,overnight,11
0.3,81.9,28.36,175.4,0,synthetic_normal,23
0.37,39.1,40.0,46.1,0,overnight,17
5.29,155981.6,223.85,129.3,1,intercity_transit,16
0.18,8.2,22.0,15.1,0,overnight,12
0.41,75.3,40.0,40.0,0,overnight,4
4.7,262.2,3.83,66.1,0,normal,13
0.01,62.6,25.0,47.0,0,overnight,2
0.0,62.9,40.0,39.9,0,overnight,4
0.08,17.7,35.0,40.4,0,overnight,15
0.18,13.9,23.0,39.8,0,overnight,10
1.42,17.5,10.0,110.7,0,dwell,14
0.46,35.7,31.0,30.7,0,overnight,20
0.35,36.5,28.0,26.1,0,overnight,7
0.3,73.3,37.0,38.2,0,overnight,22
0.21,13.1,38.0,2.3,0,overnight,0
0.17,55.6,26.0,47.5,0,overnight,4
0.38,16.2,32.0,19.3,0,overnight,17
0.2,30.9,38.0,32.8,0,overnight,4
3.77,75.2,4.68,28.7,0,normal,14
